# Nmap 7.92 scan initiated Mon May 16 14:35:05 2022 as: nmap -iL input -oG output -sC -sV --top-ports 1000 -T4
# Nmap 7.92 scan initiated Mon May 16 14:35:06 2022 as: nmap -iL input -oG output -sC -sV --top-ports 1000 -T4
# Nmap done at Mon May 16 14:36:31 2022 -- 10 IP addresses (10 hosts up) scanned in 85.94 seconds
# Nmap done at Mon May 16 14:38:48 2022 -- 9 IP addresses (9 hosts up) scanned in 223.82 seconds
# Nmap done at Mon May 16 14:38:49 2022 -- 10 IP addresses (10 hosts up) scanned in 224.36 seconds
# Nmap done at Mon May 16 14:38:51 2022 -- 10 IP addresses (10 hosts up) scanned in 224.63 seconds
# Nmap done at Mon May 16 14:38:55 2022 -- 10 IP addresses (10 hosts up) scanned in 230.24 seconds
# Nmap done at Mon May 16 14:38:55 2022 -- 10 IP addresses (10 hosts up) scanned in 230.65 seconds
# Nmap done at Mon May 16 14:39:03 2022 -- 10 IP addresses (10 hosts up) scanned in 236.67 seconds
# Nmap done at Mon May 16 14:39:06 2022 -- 10 IP addresses (10 hosts up) scanned in 241.53 seconds
# Nmap done at Mon May 16 14:39:25 2022 -- 10 IP addresses (10 hosts up) scanned in 260.56 seconds
Host: 185.61.96.65 ()	Ports: 80/open/tcp//http//Palo Alto GlobalProtect Gateway httpd/, 443/open/tcp//ssl|http//Palo Alto GlobalProtect Gateway httpd/	Ignored State: filtered (998)
Host: 185.61.96.65 ()	Status: Up
Host: 185.61.96.66 ()	Ports: 80/open/tcp//http//Palo Alto GlobalProtect Gateway httpd/, 443/open/tcp//ssl|http//Palo Alto GlobalProtect Gateway httpd/, 444/open/tcp//ssl|http//Palo Alto GlobalProtect Gateway httpd/	Ignored State: filtered (997)
Host: 185.61.96.66 ()	Status: Up
Host: 185.61.96.96 ()	Ports: 80/open/tcp//http//Golang net|http server (Go-IPFS json-rpc or InfluxDB API)/, 443/open/tcp//ssl|http//Golang net|http server (Go-IPFS json-rpc or InfluxDB API)/	Ignored State: filtered (998)
Host: 185.61.96.96 ()	Status: Up
Host: 185.61.97.100 ()	Ports: 80/open/tcp//http//nginx/, 443/open/tcp//ssl|http//nginx/	Ignored State: filtered (998)
Host: 185.61.97.100 ()	Status: Up
Host: 185.61.97.101 ()	Ports: 80/open/tcp//http//nginx/, 443/open/tcp//ssl|http//nginx/	Ignored State: filtered (998)
Host: 185.61.97.101 ()	Status: Up
Host: 185.61.97.102 ()	Ports: 80/open/tcp//http//nginx/, 443/open/tcp//ssl|http//nginx/	Ignored State: filtered (998)
Host: 185.61.97.102 ()	Status: Up
Host: 185.61.97.103 ()	Ports: 80/open/tcp//http//nginx/, 443/open/tcp//ssl|http//nginx/	Ignored State: filtered (998)
Host: 185.61.97.103 ()	Status: Up
Host: 185.61.97.104 ()	Ports: 80/open/tcp//http//nginx/, 443/open/tcp//ssl|http//nginx/	Ignored State: filtered (998)
Host: 185.61.97.104 ()	Status: Up
Host: 185.61.97.105 ()	Ports: 80/open/tcp//http//nginx/, 443/open/tcp//ssl|http//nginx/	Ignored State: filtered (998)
Host: 185.61.97.105 ()	Status: Up
Host: 185.61.97.106 ()	Ports: 80/open/tcp//http//nginx/, 443/open/tcp//ssl|http//nginx/	Ignored State: filtered (998)
Host: 185.61.97.106 ()	Status: Up
Host: 185.61.97.64 ()	Ports: 80/open/tcp//http//nginx/, 443/open/tcp//ssl|http//nginx/	Ignored State: filtered (998)
Host: 185.61.97.64 ()	Status: Up
Host: 185.61.97.65 ()	Ports: 80/open/tcp//http//nginx/, 443/open/tcp//ssl|http//nginx/	Ignored State: filtered (998)
Host: 185.61.97.65 ()	Status: Up
Host: 185.61.97.66 ()	Ports: 80/open/tcp//http//nginx/, 443/open/tcp//ssl|http//nginx/	Ignored State: filtered (998)
Host: 185.61.97.66 ()	Status: Up
Host: 185.61.97.67 ()	Ports: 80/open/tcp//http//nginx/, 443/open/tcp//ssl|http//nginx/	Ignored State: filtered (998)
Host: 185.61.97.67 ()	Status: Up
Host: 185.61.97.68 ()	Ports: 80/open/tcp//http//nginx/, 443/open/tcp//ssl|http//nginx/	Ignored State: filtered (998)
Host: 185.61.97.68 ()	Status: Up
Host: 185.61.97.69 ()	Ports: 80/open/tcp//http//nginx/, 443/open/tcp//ssl|http//nginx/	Ignored State: filtered (998)
Host: 185.61.97.69 ()	Status: Up
Host: 185.61.97.70 ()	Ports: 80/open/tcp//http//nginx/, 443/open/tcp//ssl|http//nginx/	Ignored State: filtered (998)
Host: 185.61.97.70 ()	Status: Up
Host: 185.61.97.71 ()	Ports: 80/open/tcp//http//nginx/, 443/open/tcp//ssl|http//nginx/	Ignored State: filtered (998)
Host: 185.61.97.71 ()	Status: Up
Host: 185.61.97.72 ()	Ports: 80/open/tcp//http//nginx/, 443/open/tcp//ssl|http//nginx/	Ignored State: filtered (998)
Host: 185.61.97.72 ()	Status: Up
Host: 185.61.97.73 ()	Ports: 80/open/tcp//http//nginx/, 443/open/tcp//ssl|http//nginx/	Ignored State: filtered (998)
Host: 185.61.97.73 ()	Status: Up
Host: 185.61.97.74 ()	Ports: 80/open/tcp//http//nginx/, 443/open/tcp//ssl|http//nginx/	Ignored State: filtered (998)
Host: 185.61.97.74 ()	Status: Up
Host: 185.61.97.75 ()	Ports: 80/open/tcp//http//nginx/, 443/open/tcp//ssl|http//nginx/	Ignored State: filtered (998)
Host: 185.61.97.75 ()	Status: Up
Host: 185.61.97.76 ()	Ports: 80/open/tcp//http//nginx/, 443/open/tcp//ssl|http//nginx/	Ignored State: filtered (998)
Host: 185.61.97.76 ()	Status: Up
Host: 185.61.97.77 ()	Ports: 80/open/tcp//http//nginx/, 443/open/tcp//ssl|http//nginx/	Ignored State: filtered (998)
Host: 185.61.97.77 ()	Status: Up
Host: 185.61.97.78 ()	Ports: 80/open/tcp//http//nginx/, 443/open/tcp//ssl|http//nginx/	Ignored State: filtered (998)
Host: 185.61.97.78 ()	Status: Up
Host: 185.61.97.79 ()	Ports: 80/open/tcp//http//nginx/, 443/open/tcp//ssl|http//nginx/	Ignored State: filtered (998)
Host: 185.61.97.79 ()	Status: Up
Host: 185.61.97.80 ()	Ports: 80/open/tcp//http//nginx/, 443/open/tcp//ssl|http//nginx/	Ignored State: filtered (998)
Host: 185.61.97.80 ()	Status: Up
